pet_id,pet_type,breed,age_years,weight_lbs,gender,county,is_urban,owner_age,household_type,annual_income,housing_type,is_registered,registration_date,is_vaccinated,last_vet_visit,acquisition_method,is_spayed_neutered,has_microchip,annual_vet_spending
MN_C006238,Cat,Maine Coon,0.8,9.4,Male,Ramsey,True,23,Single,51442,Apartment,True,2023-05-03,True,2023-04-30,Shelter,True,True,602.38
MN_D006239,Dog,Great Dane,6.2,70.1,Male,Roseau,False,41,Single,76171,House,True,2023-02-07,True,2024-12-23,Breeder,True,True,2507.89
MN_C006240,Cat,Ragdoll,4.5,14.4,Male,Anoka,True,40,Single,72248,House,True,2024-10-07,True,2024-08-26,Breeder,True,True,875.54
MN_C006241,Cat,Birman,4.3,7.1,Male,Hennepin,True,36,Family with Children,21248,Apartment,True,2023-07-28,True,2024-11-26,Friend/Family,True,True,136.22
MN_C006242,Cat,Domestic Longhair,1.6,13.2,Male,Anoka,True,53,Couple,170434,Apartment,True,2024-12-29,True,2023-08-18,Friend/Family,False,True,2127.85
MN_D006243,Dog,Border Collie,5.7,71.1,Female,Hennepin,True,73,Single,89775,House,True,2023-06-18,True,2024-09-06,Shelter,True,True,1661.25
MN_D006244,Dog,Dachshund,5.7,34.4,Male,Ramsey,True,29,Single,23458,Apartment,True,2023-03-11,True,2024-08-04,Breeder,False,True,419.22
MN_D006245,Dog,Shih Tzu,1.0,21.8,Female,Wright,False,60,Couple,20000,House,True,2024-03-31,True,,Breeder,True,False,473.99
MN_D006246,Dog,Rottweiler,6.3,91.2,Male,Hennepin,True,28,Roommates,25365,Apartment,True,2024-05-17,True,2023-08-11,Shelter,False,True,444.83
MN_D006247,Dog,Chihuahua,1.5,10.1,Female,Clay,False,39,Family with Children,31467,House,True,2024-10-17,True,2024-08-05,Breeder,True,True,459.05
MN_C006248,Cat,Birman,1.6,8.5,Female,Hennepin,True,47,Single,32348,House,True,2024-12-03,True,2023-07-23,Breeder,True,True,482.77
MN_D006249,Dog,Boxer,2.3,3.0,Male,Ramsey,True,30,Couple,88022,House,False,,True,2024-10-20,Shelter,True,False,1306.58
MN_D006250,Dog,Great Dane,2.7,85.1,Male,Sherburne,False,71,Single,20000,House,True,2024-03-19,True,2023-08-30,Shelter,True,False,330.03
MN_C006251,Cat,Siamese,8.9,6.3,Female,Lake,False,18,Roommates,55112,House,True,2024-01-31,True,2024-09-20,Shelter,True,False,392.47
MN_D006252,Dog,Pomeranian,2.7,3.7,Female,Washington,True,55,Senior,63156,Apartment,True,2023-12-03,True,2024-11-04,Friend/Family,True,True,812.69
MN_D006253,Dog,Beagle,3.1,33.4,Female,Scott,False,48,Family with Children,53297,House,False,,True,2024-05-12,Shelter,True,False,1009.88
MN_D006254,Dog,Australian Shepherd,5.0,53.1,Female,Rock,False,51,Senior,52959,House,True,2023-01-28,True,2023-11-17,Shelter,True,True,1048.11
MN_D006255,Dog,Cocker Spaniel,8.0,59.0,Female,Hennepin,True,56,Couple,117368,House,True,2023-10-28,True,2024-06-15,Friend/Family,True,False,2240.42
MN_D006256,Dog,Great Dane,0.9,76.3,Male,Wright,False,59,Couple,37003,House,True,2023-01-24,True,2024-04-10,Shelter,True,True,651.59
MN_C006257,Cat,American Shorthair,2.0,5.4,Female,Washington,True,43,Couple,73587,Apartment,False,,True,2024-12-13,Shelter,True,True,845.36
MN_D006258,Dog,Chihuahua,0.7,10.1,Male,Hennepin,True,48,Single,86764,House,True,2023-01-08,True,2024-12-12,Shelter,False,True,1616.33
MN_D006259,Dog,Siberian Husky,0.8,63.2,Female,Olmsted,False,51,Couple,53919,Mobile Home,True,2023-05-03,True,2023-09-06,Friend/Family,True,False,1061.22
MN_C006260,Cat,Russian Blue,0.9,15.5,Female,Anoka,True,60,Couple,81001,Townhouse,True,2023-08-26,True,2024-04-05,Breeder,True,True,1200.42
MN_D006261,Dog,Shih Tzu,7.6,3.0,Male,Wright,False,64,Senior,54964,House,True,2023-03-21,True,2024-12-28,Shelter,True,False,1059.92
MN_C006262,Cat,Ragdoll,7.9,12.7,Female,Hennepin,True,46,Couple,87042,Apartment,True,2024-10-20,True,2023-06-03,Breeder,False,True,920.31
MN_D006263,Dog,Rottweiler,0.7,52.9,Female,Hennepin,True,66,Family with Children,69377,House,True,2024-01-08,True,2023-09-27,Breeder,False,False,739.86
MN_D006264,Dog,Boxer,1.4,45.2,Male,Koochiching,False,54,Roommates,30731,House,True,2024-03-18,True,2024-07-14,Breeder,False,False,698.76
MN_D006265,Dog,Boxer,2.4,37.9,Female,Ramsey,True,36,Family with Children,90489,House,True,2023-02-16,True,2024-12-21,Shelter,True,True,1211.49
MN_D006266,Dog,Great Dane,11.1,70.7,Male,Dakota,True,48,Family with Children,78624,House,True,2023-04-15,True,2024-09-05,Friend/Family,False,True,1478.73
MN_D006267,Dog,Mixed Breed,2.9,51.8,Female,Sibley,False,52,Senior,84114,House,False,,False,2023-01-01,Friend/Family,True,True,1056.25
MN_D006268,Dog,Golden Retriever,0.9,35.4,Male,Hennepin,True,54,Couple,41810,House,True,2024-10-11,True,2024-12-19,Breeder,True,True,952.39
MN_D006269,Dog,Cocker Spaniel,3.8,3.0,Female,Stearns,False,29,Couple,26656,House,False,,True,2024-08-18,Shelter,True,False,686.23
MN_C006270,Cat,Sphynx,4.7,9.3,Female,Washington,True,18,Roommates,136340,House,True,2023-03-24,True,2024-09-30,Breeder,False,True,1958.24
MN_C006271,Cat,Persian,6.5,7.9,Female,Anoka,True,18,Couple,71818,House,True,2023-10-23,True,2024-01-07,Breeder,True,True,772.45
MN_D006272,Dog,Mixed Breed,5.5,56.1,Female,Anoka,True,56,Couple,35808,House,True,2023-11-07,True,2024-09-22,Shelter,True,True,398.08
MN_C006273,Cat,Mixed Breed,6.3,6.0,Female,Saint Louis,False,28,Couple,80229,Farmhouse,False,,False,2024-03-13,Breeder,True,False,676.32
MN_D006274,Dog,Bulldog,4.3,21.3,Male,Sibley,False,43,Family with Children,28748,House,True,2023-08-26,False,2024-09-10,Shelter,True,True,351.09
MN_D006275,Dog,Yorkshire Terrier,9.2,8.3,Male,Saint Louis,False,44,Single,37047,House,True,2023-07-25,True,2024-07-16,Friend/Family,False,False,548.09
MN_D006276,Dog,Siberian Husky,0.6,41.6,Male,Sherburne,False,35,Family with Children,28306,House,False,,True,2024-12-20,Breeder,True,True,508.33
MN_C006277,Cat,Mixed Breed,5.8,12.3,Female,Saint Louis,False,33,Couple,56091,House,True,2023-03-19,True,2024-07-13,Breeder,True,False,428.05
MN_C006278,Cat,Maine Coon,0.8,7.1,Male,Freeborn,False,52,Single,44615,House,True,2024-06-11,True,2024-12-02,Shelter,False,False,509.65
MN_D006279,Dog,Australian Shepherd,9.2,65.2,Female,Ramsey,True,58,Couple,90383,House,True,2024-05-20,True,2023-07-23,Friend/Family,True,True,1156.49
MN_C006280,Cat,Bengal,3.4,6.1,Male,Waseca,False,53,Couple,31256,House,True,2023-03-07,True,2024-04-12,Shelter,True,False,641.48
MN_D006281,Dog,Boxer,0.9,13.7,Male,Olmsted,False,26,Roommates,20000,House,True,2024-11-26,True,2024-07-04,Breeder,True,True,215.05
MN_D006282,Dog,Boston Terrier,4.9,33.3,Female,Cass,False,52,Couple,36216,House,True,2024-04-14,True,2024-11-09,Breeder,True,False,701.13
MN_C006283,Cat,Persian,2.8,16.3,Male,Olmsted,False,31,Senior,75317,House,True,2023-06-10,True,2024-12-17,Shelter,True,False,1199.97
MN_D006284,Dog,Golden Retriever,8.1,47.2,Female,Hennepin,True,45,Couple,57543,House,False,,True,2024-12-18,Shelter,True,False,588.83
MN_D006285,Dog,German Shepherd,1.6,78.5,Female,Washington,True,42,Family with Children,23372,Apartment,True,2024-12-18,True,2023-07-22,Shelter,True,True,743.91
MN_D006286,Dog,Yorkshire Terrier,3.9,6.4,Male,Saint Louis,False,62,Couple,26954,House,True,2023-04-30,True,2024-09-18,Shelter,True,False,564.02
MN_C006287,Cat,Bengal,3.6,10.2,Female,Hennepin,True,74,Couple,98247,House,False,,True,2023-01-01,Breeder,True,True,1567.52
MN_C006288,Cat,Russian Blue,0.9,8.9,Male,Washington,True,34,Family with Children,40243,Apartment,True,2024-03-07,True,2024-11-28,Shelter,True,True,559.02
MN_D006289,Dog,Boston Terrier,3.5,43.4,Female,Dakota,True,31,Family with Children,48188,Apartment,False,,True,2024-09-20,Shelter,True,True,1290.03
MN_C006290,Cat,British Shorthair,17.5,10.7,Female,Beltrami,False,52,Couple,43750,House,True,2023-03-29,True,2024-10-13,Breeder,True,False,597.68
MN_D006291,Dog,Mixed Breed,1.7,71.2,Male,Dakota,True,41,Single,40583,Apartment,True,2024-04-11,True,2024-04-07,Shelter,True,True,593.78
MN_C006292,Cat,Siamese,7.0,9.3,Male,Ramsey,True,45,Family with Children,50435,Apartment,True,2023-09-25,True,2024-07-01,Breeder,True,True,560.89
MN_D006293,Dog,Rottweiler,3.9,57.4,Male,Todd,False,40,Couple,21268,Farmhouse,False,,True,2024-08-21,Shelter,True,False,269.87
MN_D006294,Dog,Australian Shepherd,6.2,35.2,Female,Saint Louis,False,32,Couple,47888,House,True,2024-08-07,True,2024-09-19,Breeder,True,True,1231.64
MN_D006295,Dog,Boston Terrier,13.3,50.5,Male,Scott,False,33,Family with Children,80117,Farmhouse,True,2024-05-28,True,2023-12-24,Breeder,False,True,1243.68
MN_D006296,Dog,Border Collie,2.6,55.0,Female,Stearns,False,38,Single,93854,Farmhouse,True,2023-04-25,True,2024-09-30,Shelter,True,False,969.71
MN_C006297,Cat,Scottish Fold,3.6,5.9,Female,Benton,False,34,Single,79962,House,True,2023-12-29,True,2024-02-07,Breeder,True,True,1070.63
MN_D006298,Dog,Boston Terrier,4.6,51.4,Male,Scott,False,53,Senior,45748,House,True,2023-12-08,True,2024-07-24,Shelter,True,False,703.1
MN_D006299,Dog,Beagle,4.6,26.8,Female,Polk,False,59,Couple,98522,House,True,2024-03-09,True,2024-11-16,Shelter,True,False,1604.95
MN_D006300,Dog,Australian Shepherd,1.2,51.3,Male,Dakota,True,23,Roommates,118405,Apartment,True,2023-05-09,True,2024-09-25,Shelter,False,False,1303.11
MN_C006301,Cat,Domestic Shorthair,0.5,6.4,Female,Hennepin,True,38,Single,89669,Apartment,False,,True,2024-12-11,Friend/Family,True,True,904.34
MN_D006302,Dog,Bulldog,7.7,43.4,Female,Clay,False,59,Senior,32055,House,True,2023-02-22,True,2024-11-10,Shelter,True,False,617.28
MN_D006303,Dog,Chihuahua,1.5,9.5,Male,Anoka,True,59,Senior,49070,Apartment,True,2024-04-15,True,2023-11-07,Breeder,True,False,597.14
MN_C006304,Cat,Domestic Shorthair,7.2,12.0,Male,Stearns,False,34,Single,84329,House,False,,True,2024-10-12,Shelter,True,True,848.28
MN_C006305,Cat,Birman,2.6,14.5,Male,Dakota,True,44,Family with Children,57554,House,True,2023-01-12,True,2024-08-23,Breeder,False,True,496.0
MN_C006306,Cat,Sphynx,3.7,7.3,Male,Ramsey,True,36,Senior,94812,Apartment,True,2024-06-21,True,2024-05-12,Shelter,True,True,1189.63
MN_D006307,Dog,Mixed Breed,2.3,82.3,Male,Hennepin,True,60,Senior,42341,House,True,2024-07-11,True,2024-02-04,Friend/Family,True,False,887.28
MN_D006308,Dog,Great Dane,2.0,97.7,Male,Hennepin,True,25,Family with Children,49539,House,True,2024-02-03,True,2023-11-09,Friend/Family,True,True,1258.26
MN_C006309,Cat,Domestic Shorthair,2.9,8.7,Female,Pennington,False,30,Couple,169295,Mobile Home,True,2023-01-05,True,2024-10-10,Friend/Family,True,True,2938.56
MN_C006310,Cat,British Shorthair,2.4,14.0,Female,Aitkin,False,51,Couple,21471,House,True,2024-07-23,True,2024-11-17,Friend/Family,True,False,334.63
MN_D006311,Dog,Great Dane,1.4,60.8,Male,Carver,False,45,Single,32844,House,False,,True,2024-07-10,Breeder,True,False,328.24
MN_D006312,Dog,Great Dane,2.1,91.1,Female,Hennepin,True,40,Couple,72811,Apartment,True,2024-06-20,True,2024-11-13,Shelter,True,True,658.55
MN_D006313,Dog,Rottweiler,10.2,60.7,Male,Anoka,True,46,Couple,20172,House,True,2023-02-20,True,2024-04-29,Friend/Family,True,True,465.26
MN_D006314,Dog,Border Collie,3.6,47.5,Female,Scott,False,58,Single,164894,Mobile Home,True,2024-09-27,True,2024-06-07,Breeder,False,False,2258.64
MN_D006315,Dog,Shih Tzu,1.4,36.2,Female,Dakota,True,41,Family with Children,72749,Apartment,True,2023-01-26,True,2024-08-31,Friend/Family,True,True,1037.65
MN_C006316,Cat,Scottish Fold,5.4,7.1,Female,Saint Louis,False,50,Couple,56445,Farmhouse,True,2024-11-14,True,2024-12-04,Friend/Family,True,True,969.26
MN_D006317,Dog,Cocker Spaniel,1.3,47.5,Female,Ramsey,True,22,Couple,50379,Apartment,True,2023-06-24,True,2023-11-15,Shelter,True,True,636.21
MN_D006318,Dog,Border Collie,4.0,3.0,Male,Carlton,False,29,Single,66277,House,True,2023-10-08,False,2024-05-06,Shelter,True,True,1289.62
MN_C006319,Cat,Bengal,4.1,12.8,Female,Washington,True,83,Couple,53213,Apartment,True,2023-06-17,True,2024-01-16,Friend/Family,True,False,959.67
MN_D006320,Dog,Beagle,11.9,74.4,Male,Wright,False,19,Single,41266,Farmhouse,True,2024-01-18,True,2024-03-29,Shelter,True,True,767.89
MN_D006321,Dog,Pomeranian,5.7,5.1,Female,Sherburne,False,43,Single,37921,House,False,,True,2024-10-19,Breeder,True,True,849.28
MN_C006322,Cat,Mixed Breed,0.6,5.3,Female,Dakota,True,51,Couple,24805,House,True,2024-06-29,True,2023-03-25,Breeder,False,True,282.19
MN_C006323,Cat,Birman,4.4,11.6,Female,Pennington,False,40,Single,41919,Mobile Home,False,,True,2024-10-22,Breeder,True,False,358.22
MN_D006324,Dog,Yorkshire Terrier,4.4,4.7,Female,Hennepin,True,25,Single,38486,House,True,2024-11-22,True,2024-10-15,Shelter,True,True,804.92
MN_C006325,Cat,Scottish Fold,11.0,11.7,Female,Hennepin,True,45,Single,44407,House,True,2023-03-08,True,2024-02-06,Breeder,False,True,674.43
MN_D006326,Dog,Shih Tzu,1.1,14.0,Male,Hennepin,True,40,Family with Children,40323,Apartment,True,2023-11-19,True,2024-02-26,Breeder,True,True,594.34
MN_D006327,Dog,German Shepherd,2.0,82.0,Female,Wadena,False,28,Single,49397,House,True,2024-03-21,True,2024-12-20,Friend/Family,False,True,764.27
MN_D006328,Dog,Dachshund,2.0,75.5,Female,Anoka,True,36,Family with Children,31244,House,True,2024-12-11,True,2024-03-04,Shelter,True,False,498.19
MN_D006329,Dog,Boxer,1.1,28.9,Female,Scott,False,50,Single,25058,Farmhouse,True,2024-06-28,True,2024-09-04,Breeder,False,True,277.9
MN_D006330,Dog,German Shepherd,5.9,79.5,Male,Wright,False,38,Senior,31920,House,False,,False,2024-07-15,Shelter,True,True,661.91
MN_C006331,Cat,Bengal,1.7,6.4,Male,Washington,True,48,Senior,45442,House,True,2024-12-12,True,2023-08-18,Shelter,True,True,774.38
MN_C006332,Cat,Sphynx,6.4,11.8,Female,Lake,False,22,Single,63784,House,True,2023-12-31,True,2024-09-29,Shelter,False,False,599.38
MN_C006333,Cat,Domestic Longhair,7.7,10.3,Male,Stearns,False,32,Roommates,63955,House,True,2023-01-08,True,2024-07-10,Shelter,True,False,868.11
MN_D006334,Dog,Dachshund,2.2,65.2,Male,Rice,False,42,Family with Children,77751,House,True,2023-05-31,True,2024-10-27,Shelter,True,False,834.81
MN_C006335,Cat,Russian Blue,6.3,7.2,Male,Dakota,True,32,Family with Children,40303,Apartment,True,2023-12-07,True,2024-11-16,Shelter,True,True,618.56
MN_D006336,Dog,Siberian Husky,4.2,57.8,Male,Olmsted,False,76,Single,81101,House,True,2024-09-18,True,2024-11-05,Shelter,False,True,667.5
MN_C006337,Cat,Birman,3.7,13.3,Female,Hennepin,True,56,Family with Children,51541,House,True,2024-05-24,True,2024-09-07,Shelter,True,True,804.27
MN_D006338,Dog,Bulldog,2.4,52.5,Female,Washington,True,59,Couple,124256,Apartment,True,2024-09-19,True,2024-10-02,Friend/Family,True,False,1768.91
MN_D006339,Dog,Rottweiler,4.3,77.6,Female,Dakota,True,46,Single,113328,House,True,2024-04-23,True,2024-07-04,Breeder,True,True,1419.05
MN_D006340,Dog,Rottweiler,1.5,62.0,Female,Washington,True,29,Single,82658,Apartment,True,2023-07-27,True,2024-11-06,Breeder,False,True,781.27
MN_D006341,Dog,Poodle,1.3,12.4,Male,Dakota,True,20,Roommates,62051,Townhouse,True,2023-02-14,True,2024-10-08,Shelter,True,True,636.34
MN_D006342,Dog,Border Collie,3.0,48.6,Female,Ramsey,True,44,Single,63124,House,True,2023-01-28,True,2024-07-09,Friend/Family,True,True,2040.03
MN_D006343,Dog,Pomeranian,7.8,8.5,Male,Dakota,True,29,Single,69774,Townhouse,True,2023-03-10,True,2024-11-10,Shelter,True,False,513.35
MN_C006344,Cat,Birman,2.2,10.7,Female,Scott,False,33,Family with Children,20000,House,True,2023-04-11,True,2024-10-09,Shelter,True,False,184.68
MN_C006345,Cat,Birman,11.0,8.1,Female,Saint Louis,False,24,Roommates,36458,House,False,,True,2023-12-21,Shelter,False,True,645.45
MN_D006346,Dog,Labrador Retriever,1.2,69.3,Male,Hennepin,True,66,Roommates,101758,Apartment,True,2024-08-12,True,2024-08-30,Shelter,True,True,1383.66
MN_C006347,Cat,Ragdoll,6.3,11.2,Female,Fillmore,False,47,Senior,27712,Farmhouse,True,2024-04-23,True,2024-07-15,Shelter,True,True,225.55
MN_C006348,Cat,Birman,6.4,7.7,Male,Dakota,True,64,Family with Children,58495,Apartment,True,2023-09-08,True,2024-09-08,Shelter,True,True,615.84
MN_D006349,Dog,Border Collie,16.4,15.2,Female,Washington,True,46,Family with Children,85759,Apartment,True,2024-07-15,True,,Shelter,True,True,2575.44
MN_D006350,Dog,Border Collie,14.8,42.4,Female,Ramsey,True,55,Couple,62301,Apartment,True,2024-06-14,False,2024-09-21,Shelter,True,True,1451.11
MN_D006351,Dog,Boxer,1.9,49.3,Female,Sherburne,False,51,Couple,35490,Farmhouse,True,2024-08-15,True,2024-09-23,Breeder,True,True,646.61
MN_C006352,Cat,Ragdoll,4.3,10.4,Female,Wilkin,False,66,Couple,24948,House,True,2024-02-21,True,2024-11-12,Shelter,True,True,395.84
MN_D006353,Dog,Shih Tzu,0.7,55.0,Female,Carver,False,26,Couple,41732,House,False,,True,2024-10-14,Shelter,True,True,844.45
MN_C006354,Cat,Ragdoll,8.8,7.5,Female,Hennepin,True,31,Single,69323,House,True,2023-08-17,True,2024-12-04,Shelter,True,True,1395.5
MN_D006355,Dog,Boxer,0.6,24.6,Male,Ramsey,True,33,Couple,44670,Apartment,True,2023-02-22,True,2024-11-06,Breeder,False,True,788.85
MN_C006356,Cat,Persian,9.8,4.0,Female,Scott,False,46,Family with Children,33112,House,True,2023-12-30,True,2024-01-01,Breeder,False,True,378.93
MN_D006357,Dog,Poodle,0.9,50.9,Male,Carver,False,21,Couple,29917,House,False,,True,2024-12-11,Breeder,True,False,710.39
MN_D006358,Dog,Pomeranian,2.7,5.9,Male,Ramsey,True,52,Senior,91400,Apartment,False,,True,2024-12-19,Shelter,True,True,2717.9
MN_C006359,Cat,Abyssinian,2.6,6.0,Male,Faribault,False,58,Couple,20000,House,False,,False,2024-06-30,Shelter,True,True,200.16
MN_D006360,Dog,Great Dane,4.9,89.8,Male,Norman,False,40,Couple,51633,House,True,2024-11-25,True,2024-10-15,Breeder,False,False,628.61
MN_D006361,Dog,Cocker Spaniel,3.3,36.3,Female,Clay,False,34,Family with Children,43631,House,False,,True,2024-09-16,Friend/Family,True,True,411.59
MN_D006362,Dog,Siberian Husky,1.9,51.1,Male,Dakota,True,68,Single,47954,Apartment,True,2024-01-30,True,2023-07-09,Shelter,True,True,646.84
MN_D006363,Dog,Pomeranian,4.4,10.9,Female,Wright,False,68,Senior,58317,House,True,2024-05-20,True,2024-10-20,Shelter,True,False,727.75
MN_C006364,Cat,Russian Blue,2.8,11.6,Female,Hennepin,True,50,Family with Children,54969,House,True,2023-08-17,True,2024-11-06,Shelter,True,True,735.5
MN_D006365,Dog,Australian Shepherd,0.9,32.3,Female,Dakota,True,33,Couple,53335,House,True,2023-05-03,True,2024-09-04,Shelter,True,True,543.87
MN_C006366,Cat,Siamese,6.9,11.0,Female,Crow Wing,False,40,Single,92912,House,True,2023-08-30,True,2024-12-10,Friend/Family,True,False,1462.03
MN_C006367,Cat,Domestic Longhair,16.4,11.5,Female,Steele,False,54,Senior,73067,House,True,2024-12-06,True,2023-07-04,Shelter,True,False,1011.27
MN_D006368,Dog,Boxer,1.5,38.9,Female,Washington,True,46,Single,67262,Apartment,True,2023-07-19,True,2024-09-10,Breeder,True,True,942.58
MN_C006369,Cat,Norwegian Forest Cat,5.8,5.2,Male,Dakota,True,38,Roommates,51265,House,True,2023-05-14,True,2024-05-07,Breeder,True,True,555.66
MN_C006370,Cat,Abyssinian,6.8,13.0,Female,Stearns,False,46,Family with Children,83171,House,True,2024-12-14,True,2024-11-22,Shelter,True,True,527.72
MN_D006371,Dog,Mixed Breed,7.7,56.7,Female,Olmsted,False,27,Single,35881,House,False,,False,2023-12-25,Breeder,False,True,536.75
MN_C006372,Cat,Maine Coon,1.7,16.6,Female,Ramsey,True,44,Family with Children,38164,Apartment,True,2023-08-26,False,2024-11-08,Breeder,True,False,418.27
MN_C006373,Cat,Sphynx,0.9,14.8,Male,Hennepin,True,49,Family with Children,74684,Apartment,True,2024-03-01,True,2024-10-15,Breeder,True,True,892.25
MN_D006374,Dog,Pomeranian,3.2,10.5,Female,Dakota,True,46,Couple,50249,Townhouse,True,2024-10-27,True,2024-04-06,Shelter,True,True,776.1
MN_D006375,Dog,German Shepherd,0.6,92.3,Male,Pine,False,30,Single,25271,Mobile Home,True,2024-12-17,True,2023-01-01,Shelter,True,True,348.55
MN_C006376,Cat,Bengal,13.3,13.7,Female,Olmsted,False,21,Single,39846,Farmhouse,True,2023-02-27,True,2024-11-12,Shelter,True,False,488.31
MN_C006377,Cat,Siamese,2.0,5.4,Male,Hennepin,True,53,Couple,69369,House,True,2024-01-22,True,2024-03-08,Breeder,True,True,557.39
MN_D006378,Dog,Yorkshire Terrier,6.1,8.5,Male,Washington,True,71,Family with Children,28294,House,True,2024-03-05,True,2023-10-29,Breeder,True,True,581.08
MN_D006379,Dog,Rottweiler,4.2,65.4,Female,Scott,False,82,Single,20000,House,True,2023-06-09,True,2024-11-13,Shelter,True,True,404.91
MN_D006380,Dog,Golden Retriever,3.1,46.5,Male,Ramsey,True,38,Single,46631,House,True,2024-07-06,False,2024-08-08,Friend/Family,True,True,661.06
MN_D006381,Dog,Cocker Spaniel,1.5,46.2,Male,Hennepin,True,32,Family with Children,73041,House,True,2023-02-14,True,2024-09-05,Shelter,False,True,707.94
MN_D006382,Dog,Beagle,2.6,43.0,Female,Isanti,False,85,Couple,35306,Farmhouse,False,,True,2023-01-01,Shelter,True,False,398.5
MN_C006383,Cat,Domestic Longhair,8.1,13.1,Female,Cass,False,45,Family with Children,37488,Farmhouse,True,2024-06-30,True,2024-11-21,Friend/Family,False,False,313.9
MN_D006384,Dog,Beagle,0.9,81.1,Male,Dakota,True,60,Family with Children,38185,House,True,2024-03-29,True,2023-11-22,Friend/Family,True,True,672.01
MN_D006385,Dog,Siberian Husky,5.7,55.1,Male,Ramsey,True,69,Family with Children,61891,Apartment,False,,False,2023-10-05,Breeder,False,True,862.42
MN_C006386,Cat,Persian,5.2,14.0,Female,Dakota,True,43,Family with Children,97013,Townhouse,True,2023-11-29,True,2024-04-15,Breeder,True,True,1686.56
MN_C006387,Cat,Norwegian Forest Cat,7.1,8.9,Male,Ramsey,True,41,Couple,47087,Townhouse,False,,True,2024-03-01,Breeder,True,True,426.64
MN_C006388,Cat,Ragdoll,2.0,14.5,Male,Olmsted,False,59,Senior,20000,House,True,2024-05-29,True,2023-07-28,Shelter,True,True,276.64
MN_D006389,Dog,Rottweiler,3.3,68.5,Male,Dakota,True,37,Couple,141966,Apartment,True,2023-12-15,True,2024-10-08,Shelter,True,True,1717.65
MN_D006390,Dog,Golden Retriever,0.7,27.7,Female,Norman,False,43,Senior,32141,House,False,,False,2024-12-12,Shelter,True,False,608.85
MN_C006391,Cat,Scottish Fold,15.7,15.2,Male,Hennepin,True,32,Couple,97788,Apartment,True,2024-08-08,True,2024-12-15,Friend/Family,True,True,1656.2
MN_D006392,Dog,Shih Tzu,16.9,38.2,Female,Hennepin,True,42,Couple,39972,Apartment,True,2023-03-13,True,2024-02-19,Shelter,True,True,617.07
MN_D006393,Dog,Beagle,0.7,51.2,Female,Hennepin,True,20,Single,77805,House,True,2024-05-27,False,2024-11-21,Shelter,True,True,1426.25
MN_D006394,Dog,Siberian Husky,17.7,41.0,Male,Stearns,False,33,Family with Children,22098,House,True,2023-10-15,True,2024-12-30,Shelter,True,False,382.1
MN_D006395,Dog,Australian Shepherd,10.0,38.9,Female,Hennepin,True,72,Senior,122004,House,True,2023-02-21,True,2024-07-04,Shelter,True,True,1386.01
MN_D006396,Dog,Beagle,1.0,34.7,Male,Sherburne,False,48,Family with Children,62527,House,True,2024-06-15,True,2024-12-27,Shelter,True,True,1420.95
MN_D006397,Dog,Great Dane,5.6,86.3,Male,Winona,False,36,Family with Children,20000,House,True,2024-09-09,True,2024-10-30,Shelter,True,False,331.32
MN_D006398,Dog,Cocker Spaniel,1.2,50.6,Female,Hennepin,True,49,Family with Children,67913,Apartment,False,,False,2024-06-13,Breeder,True,False,606.63
MN_D006399,Dog,Labrador Retriever,0.7,63.5,Female,Scott,False,65,Couple,61354,Farmhouse,False,,False,2024-08-31,Friend/Family,True,False,1950.32
MN_D006400,Dog,German Shepherd,2.2,67.0,Female,Hennepin,True,18,Single,32280,House,True,2024-12-23,True,2024-07-20,Shelter,True,True,350.09
MN_D006401,Dog,Cocker Spaniel,1.0,44.2,Female,Hennepin,True,27,Single,38928,Apartment,True,2024-01-29,True,2023-11-06,Shelter,True,True,587.65
MN_C006402,Cat,Birman,5.8,14.3,Male,Hennepin,True,63,Family with Children,75126,House,True,2024-08-09,True,2024-11-28,Breeder,True,False,821.06
MN_C006403,Cat,Bengal,8.2,12.4,Female,Anoka,True,27,Single,51074,Apartment,True,2023-01-13,True,2024-11-02,Shelter,True,False,952.63
MN_D006404,Dog,Australian Shepherd,0.8,52.9,Male,Jackson,False,61,Couple,31838,House,False,,True,2024-12-02,Shelter,True,False,468.54
MN_C006405,Cat,Mixed Breed,3.4,8.5,Male,Hennepin,True,30,Family with Children,29020,House,True,2024-09-20,True,2024-10-29,Friend/Family,True,False,361.93
MN_C006406,Cat,Birman,3.0,8.2,Male,Washington,True,34,Family with Children,66223,Townhouse,True,2023-10-05,True,2024-04-10,Shelter,True,True,731.67
MN_C006407,Cat,Norwegian Forest Cat,6.0,8.2,Female,Hennepin,True,52,Couple,52193,Townhouse,True,2023-10-30,True,2024-10-21,Shelter,True,True,647.12
MN_D006408,Dog,German Shepherd,9.2,102.7,Male,Ramsey,True,39,Family with Children,31236,House,True,2023-10-12,True,2024-12-15,Friend/Family,True,False,587.11
MN_C006409,Cat,Scottish Fold,1.3,10.2,Male,Hennepin,True,45,Couple,92635,House,True,2023-03-14,True,2024-01-19,Shelter,True,True,1672.02
MN_C006410,Cat,Siamese,3.0,10.2,Female,Hennepin,True,34,Single,106419,House,False,,True,2024-08-11,Shelter,True,True,1096.12
MN_D006411,Dog,Boston Terrier,1.3,38.3,Male,Ramsey,True,42,Single,44653,Townhouse,True,2024-07-02,True,2024-01-28,Breeder,True,True,613.27
